補助金名,補助金上限額,補助率,対象地域,従業員数の上限,募集期間,詳細URL,取得日時
遠隔医療設備整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/enkaku,2025-08-27T10:17:36.582406+00:00
緩和ケア病棟整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kanwakeabyoutouseibijigyou,2025-08-27T10:17:36.582463+00:00
令和７年度医療機関診療情報サイバーセキュリティ対策支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity,2025-08-27T10:17:36.582537+00:00
令和7年度医療機関診療情報デジタル導入支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu,2025-08-27T10:17:36.582651+00:00
令和6年度東京都在宅歯科医療設備整備事業【※募集終了】,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/zaitakusikairyousetubiseibi,2025-08-27T10:17:36.582723+00:00
東京都医療機関等物価高騰緊急対策支援金（令和6年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka3,2025-08-27T10:17:36.582812+00:00
令和7年度医療DX人材育成支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/dx_zinzai,2025-08-27T10:17:36.582885+00:00
地域医療確保に係る緊急・臨時支援事業支援金（令和7年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-kinkyurinji,2025-08-27T10:17:36.582948+00:00
令和７年度東京都在宅歯科医療設備整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/zaitakusikairyousetubiseibi07,2025-08-27T10:17:36.583014+00:00
小児・産科・救急医療受入推進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/shonisankakyukyu,2025-08-27T10:17:36.583078+00:00
在宅医療現場における防犯機器等導入支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bouhan,2025-08-27T10:17:36.583136+00:00
障害者歯科医療設備整備補助事業（令和７年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/shougaishasika,2025-08-27T10:17:36.583228+00:00
地域医療確保に係る緊急・臨時支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-kinkyurinji,2025-08-27T10:17:36.583375+00:00
東京都医療機関等物価高騰緊急対策支援金（令和７年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka.html,2025-08-27T10:17:36.583460+00:00
東京都医療機関等物価高騰緊急対策支援金（令和６年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka3,2025-08-27T10:17:36.583527+00:00
東京都医療機関等物価高騰緊急対策支援金（令和5年度下半期分）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka2.html,2025-08-27T10:17:36.583626+00:00
令和6年度医療機関診療情報デジタル導入支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,2025-08-27T10:17:36.583772+00:00
令和6年度診療所診療情報デジタル推進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,2025-08-27T10:17:36.583847+00:00
令和6年度病院診療情報サイバーセキュリティ対策支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity.html,2025-08-27T10:17:36.583928+00:00
看護師等養成所耐震整備事業（国庫補助事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/taisinnseibi.html,2025-08-27T10:17:36.584048+00:00
看護師の特定行為に係る指定研修機関等施設整備事業（国庫補助事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/tokuteikoui.html,2025-08-27T10:17:36.584169+00:00
医療施設近代化施設整備事業（結核）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/kekkaku/kindaika.html,2025-08-27T10:17:36.584293+00:00
看護師勤務環境改善施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kinmu.html,2025-08-27T10:17:36.584362+00:00
看護外来相談開設促進事業施設整備費補助事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kangogairai.html,2025-08-27T10:17:36.584801+00:00
看護師宿舎施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/syukusya.html,2025-08-27T10:17:36.585208+00:00
民間医療機関向け補助金 Q&A,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/qa.html,2025-08-27T10:17:36.585415+00:00
民間医療機関向け補助金 お問合せ一覧,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/otoiawase.html,2025-08-27T10:17:36.585486+00:00
医療施設近代化施設整備事業【病院(一般・精神)】【診療所】,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kindaika.html,2025-08-27T10:17:36.585572+00:00
地域医療構想推進事業（施設設備整備）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_sisetsuseibi.html,2025-08-27T10:17:36.585652+00:00
地域医療構想推進事業（中小病院支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_chuusyousien.html,2025-08-27T10:17:36.585742+00:00
地域医療構想推進事業（開設準備経費支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_kaisetsujunbi.html,2025-08-27T10:17:36.585817+00:00
地域医療構想推進事業（開設後人件費支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_jinkenhi.html,2025-08-27T10:17:36.585895+00:00
医療機器管理室施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/k_shisetsu.html,2025-08-27T10:17:36.586008+00:00
医療施設等アスベスト（石綿）除去等整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/asubesutojokyo.html,2025-08-27T10:17:36.586101+00:00
遠隔医療設備整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/enkaku.html,2025-08-27T10:17:36.586167+00:00
緩和ケア病棟整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kanwakeabyoutouseibijigyou.html,2025-08-27T10:17:36.586238+00:00
令和6年度東京都地域医療構想推進事業（経営研修会・個別相談会）の募集について,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/kensyuu,2025-08-27T10:17:36.586348+00:00
令和6年度東京都地域医療構想推進事業（転換促進支援）の募集について,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/tenkansokushin,2025-08-27T10:17:36.586429+00:00
令和6年度地域医療構想推進事業（転換実行支援）の募集について,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/tenkanjikkou,2025-08-27T10:17:36.586506+00:00
医療政策部所管医療機関等支援事業の概要,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/jigyougaiyou,2025-08-27T10:17:36.586579+00:00
令和7年度 東京都地域医療連携システムデジタル環境整備推進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ict,2025-08-27T10:17:36.586660+00:00
民間医療機関向け補助金概要,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,2025-08-27T10:17:36.586736+00:00
民間医療機関向け補助金概要トップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,2025-08-27T10:17:36.586789+00:00
看護師等養成所耐震整備事業（国庫補助事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/taisinnseibi,2025-08-27T10:17:36.587750+00:00
看護師の特定行為に係る指定研修機関等施設整備事業（国庫補助事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/tokuteikoui,2025-08-27T10:17:36.587821+00:00
看護外来相談開設促進事業施設整備費補助事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kangogairai,2025-08-27T10:17:36.587893+00:00
東京都新人看護職員研修事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/shinjinkango,2025-08-27T10:17:36.587954+00:00
医師臨床研修病院研修医環境整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/k_seibi,2025-08-27T10:17:36.588019+00:00
看護師勤務環境改善施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kinmu,2025-08-27T10:17:36.588079+00:00
看護師等養成所施設整備等補助事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/jigyou,2025-08-27T10:17:36.588137+00:00
看護師宿舎施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/syukusya,2025-08-27T10:17:36.588213+00:00
看護師等養成所運営費補助,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/uneihi,2025-08-27T10:17:36.588274+00:00
令和7年度 医療機関におけるＡＩ技術活用促進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ai,2025-08-27T10:17:36.588334+00:00
東京都生産性向上・職場環境整備等支援事業補助金,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/productivity,2025-08-27T10:17:36.588434+00:00
医療施設等経営強化緊急支援事業（厚生労働省令和６年度補正予算）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/kinkyushien_package,2025-08-27T10:17:36.588496+00:00
医療機関におけるデジタル化の支援について|医療・保健施策|東京都保健医療局,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital,2025-08-27T10:17:38.020425+00:00
東京都医療機関デジタル化推進セミナー（基礎編）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminar,2025-08-27T10:17:38.037510+00:00
東京都医療機関デジタル化推進セミナー（第1回応用編）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo1,2025-08-27T10:17:38.037555+00:00
東京都医療機関デジタル化推進セミナー（第2回応用編）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo2,2025-08-27T10:17:38.037601+00:00
東京都医療機関デジタル化推進セミナー（第３回応用編）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo3,2025-08-27T10:17:38.037645+00:00
電子カルテを導入している病院及び一般診療所（令和７年８月１日現在）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/denkarudounyuukouhyou,2025-08-27T10:17:38.037712+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ictkiban.html,2025-08-27T10:17:38.037833+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/clinic_digital_suishin.html,2025-08-27T10:17:38.037879+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,2025-08-27T10:17:38.037922+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/dx_zinzai,2025-08-27T10:17:38.037967+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ict.html,2025-08-27T10:17:38.038015+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity.html,2025-08-27T10:17:38.038060+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ai.html,2025-08-27T10:17:38.038104+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/denshisyohosen.html,2025-08-27T10:17:38.038148+00:00
医療機関におけるデジタル化の支援について,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital,2025-08-27T10:17:38.038228+00:00
医療機関におけるデジタル化の支援についてトップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital,2025-08-27T10:17:38.038266+00:00
医療機関における電子処方箋の活用・普及の促進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/denshisyohosen,2025-08-27T10:17:38.038511+00:00
オンライン歯科診療等,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/online-shika,2025-08-27T10:17:38.038574+00:00
オンライン診療等,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo,2025-08-27T10:17:38.038618+00:00
オンライン診療等トップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo,2025-08-27T10:17:38.038654+00:00
オンライン診療等（医療機関の皆様向け）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/iryokikan,2025-08-27T10:17:38.038698+00:00
オンライン診療等（都民の皆様向け）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/tomin,2025-08-27T10:17:38.038743+00:00
オンライン診療等を実施する医療機関への支援,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/r32kankyoseibi,2025-08-27T10:17:38.038787+00:00
「令和3年度遠隔医療従事者研修」の開催について（厚生労働省事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/enkaku_kensyu03,2025-08-27T10:17:38.038832+00:00
