title,url,issuer_name,issuer_level,region_code,category,application_start,application_end,amount,subsidy_rate,published_at,fetched_at
世界に羽ばたくアニメーター等の育成支援事業 「現代版トキワ荘」起業家育成プログラム第1期生を募集します,https://www.metro.tokyo.lg.jp/information/press/2025/08/2025082205,東京都,prefecture,13,other,,,,,2025-08-22T02:03:00+00:00,2025-08-27T09:04:18.392721+00:00
全ての業種を対象に中小企業における設備（機械設備、ソフトウェア）の導入を支援します！ 第10回（令和7年度第2回）躍進的な事業推進のための設備投資支援事業募集開始,https://www.metro.tokyo.lg.jp/information/press/2025/08/2025082206,東京都,prefecture,13,other,,,,,2025-08-22T02:02:00+00:00,2025-08-27T09:04:18.392757+00:00
TOKYO UNITEと連携協定を締結しました,https://www.metro.tokyo.lg.jp/information/press/2025/08/2025082211,東京都,prefecture,13,dx,,,,,2025-08-22T02:54:00+00:00,2025-08-27T09:04:18.392808+00:00
民間医療機関向け補助金概要|事業主の方へ|東京都保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.655086+00:00
健康・医療,https://www.metro.tokyo.lg.jp/kurashi/kenko-iryo?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.659305+00:00
高齢者・福祉,https://www.metro.tokyo.lg.jp/kurashi/fukushi?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.659345+00:00
助成・補助金,https://www.metro.tokyo.lg.jp/purpose/grant?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:24.659509+00:00
公募・募集,https://www.metro.tokyo.lg.jp/purpose/opencall?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:24.659580+00:00
意見募集,https://www.metro.tokyo.lg.jp/purpose/opinion?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:24.659606+00:00
保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.659805+00:00
助成・給付金・融資,https://www.metro.tokyo.lg.jp/search?keyword=&category=163887,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:24.660021+00:00
事業者募集,https://www.metro.tokyo.lg.jp/search?keyword=&category=163893,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:24.660059+00:00
みんなの医療・健康情報チャンネル,https://www.my.metro.tokyo.lg.jp/channel/ch_medical?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.660318+00:00
医療・介護・福祉で働くチャンネル,https://www.my.metro.tokyo.lg.jp/channel/ch_welfare-careers?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,care,,,,,,2025-08-27T09:04:24.660359+00:00
働くひと応援チャンネル,https://www.my.metro.tokyo.lg.jp/channel/ch_workers?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,care,,,,,,2025-08-27T09:04:24.660387+00:00
IT・スマートライフチャンネル,https://www.my.metro.tokyo.lg.jp/channel/ch_smartlife?utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,dx,,,,,,2025-08-27T09:04:24.660417+00:00
健康・医療,https://www.my.metro.tokyo.lg.jp/search/?category=187586&utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.660626+00:00
高齢者・福祉,https://www.my.metro.tokyo.lg.jp/search/?category=187589&utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.660654+00:00
助成・給付金・融資,https://www.my.metro.tokyo.lg.jp/business/search/?category=188508&utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:24.660821+00:00
事業者募集,https://www.my.metro.tokyo.lg.jp/business/search/?category=188514&utm_source=search&utm_medium=internal&utm_id=sidebar,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:24.660859+00:00
保健医療局の分野別,https://www.hokeniryo.metro.tokyo.lg.jp/field,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.661020+00:00
献血・移植医療,https://www.hokeniryo.metro.tokyo.lg.jp/kenkou/k_isyoku,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662396+00:00
医療政策,https://www.hokeniryo.metro.tokyo.lg.jp/iryo,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662482+00:00
医療政策 トップ,https://www.hokeniryo.metro.tokyo.lg.jp/iryo,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662505+00:00
医療・保健施策,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662530+00:00
救急・災害医療,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/kyuukyuu,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662555+00:00
その他の医療対策,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/sonota,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662579+00:00
医療助成,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/josei,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662603+00:00
病院管理,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/kanri,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662626+00:00
医療法人の設立・運営,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/hojin,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662649+00:00
医療機関の方へ,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/iryokikan,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662773+00:00
大気汚染医療費助成制度のご案内,https://www.hokeniryo.metro.tokyo.lg.jp/kankyo/kankyo-eisei,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662874+00:00
保健・医療を支える体制づくり,https://www.hokeniryo.metro.tokyo.lg.jp/kiban,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.662984+00:00
保健・医療を支える体制づくり トップ,https://www.hokeniryo.metro.tokyo.lg.jp/kiban,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663088+00:00
都立病院,https://www.hokeniryo.metro.tokyo.lg.jp/kiban/byouin,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663118+00:00
保健医療局トップ,https://www.hokeniryo.metro.tokyo.lg.jp/index.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663191+00:00
東京都医療機関等物価高騰緊急対策支援金（令和5年度下半期分）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka2,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663250+00:00
東京都医療機関等物価高騰緊急対策支援金（令和７年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663278+00:00
民間医療機関向け補助金 Q&A,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/qa,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663347+00:00
民間医療機関向け補助金 お問合せ一覧,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/otoiawase,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663373+00:00
医療施設近代化施設整備事業【病院(一般・精神)】【診療所】,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kindaika,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663400+00:00
地域医療構想推進事業（施設設備整備）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_sisetsuseibi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663439+00:00
地域医療構想推進事業（中小病院支援）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_chuusyousien,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663470+00:00
地域医療構想推進事業（開設準備経費支援）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_kaisetsujunbi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663498+00:00
地域医療構想推進事業（開設後人件費支援）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_jinkenhi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663524+00:00
医療機器管理室施設整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/k_shisetsu,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663561+00:00
医療施設等アスベスト（石綿）除去等整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/asubesutojokyo,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663598+00:00
遠隔医療設備整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/enkaku,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663624+00:00
緩和ケア病棟整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kanwakeabyoutouseibijigyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663648+00:00
令和７年度医療機関診療情報サイバーセキュリティ対策支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663673+00:00
令和7年度医療機関診療情報デジタル導入支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663712+00:00
令和6年度東京都在宅歯科医療設備整備事業【※募集終了】,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/zaitakusikairyousetubiseibi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663738+00:00
東京都医療機関等物価高騰緊急対策支援金（令和6年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka3,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663765+00:00
令和7年度医療DX人材育成支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/dx_zinzai,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663791+00:00
地域医療確保に係る緊急・臨時支援事業支援金（令和7年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-kinkyurinji,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663818+00:00
令和７年度東京都在宅歯科医療設備整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/zaitakusikairyousetubiseibi07,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663845+00:00
小児・産科・救急医療受入推進事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/shonisankakyukyu,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663870+00:00
在宅医療現場における防犯機器等導入支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bouhan,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663895+00:00
障害者歯科医療設備整備補助事業（令和７年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/shougaishasika,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663920+00:00
地域医療確保に係る緊急・臨時支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-kinkyurinji,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663967+00:00
東京都医療機関等物価高騰緊急対策支援金（令和７年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663993+00:00
東京都医療機関等物価高騰緊急対策支援金（令和６年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka3,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664017+00:00
東京都医療機関等物価高騰緊急対策支援金（令和5年度下半期分）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka2.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664044+00:00
令和6年度医療機関診療情報デジタル導入支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664070+00:00
令和6年度診療所診療情報デジタル推進事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664091+00:00
令和6年度病院診療情報サイバーセキュリティ対策支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664116+00:00
看護師等養成所耐震整備事業（国庫補助事業）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/taisinnseibi.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664157+00:00
看護師の特定行為に係る指定研修機関等施設整備事業（国庫補助事業）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/tokuteikoui.html,東京都保健医療局,agency,13,care,,,,,,2025-08-27T09:04:24.664194+00:00
医療施設近代化施設整備事業（結核）,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/kekkaku/kindaika.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664240+00:00
看護師勤務環境改善施設整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kinmu.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664265+00:00
看護外来相談開設促進事業施設整備費補助事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kangogairai.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664290+00:00
看護師宿舎施設整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/syukusya.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664315+00:00
民間医療機関向け補助金 Q&A,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/qa.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664364+00:00
民間医療機関向け補助金 お問合せ一覧,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/otoiawase.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664391+00:00
医療施設近代化施設整備事業【病院(一般・精神)】【診療所】,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kindaika.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664416+00:00
地域医療構想推進事業（施設設備整備）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_sisetsuseibi.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664457+00:00
地域医療構想推進事業（中小病院支援）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_chuusyousien.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664484+00:00
地域医療構想推進事業（開設準備経費支援）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_kaisetsujunbi.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664509+00:00
地域医療構想推進事業（開設後人件費支援）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_jinkenhi.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664534+00:00
医療機器管理室施設整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/k_shisetsu.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664569+00:00
医療施設等アスベスト（石綿）除去等整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/asubesutojokyo.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664602+00:00
遠隔医療設備整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/enkaku.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664627+00:00
緩和ケア病棟整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kanwakeabyoutouseibijigyou.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664651+00:00
令和6年度東京都地域医療構想推進事業（経営研修会・個別相談会）の募集について,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/kensyuu,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664682+00:00
令和6年度東京都地域医療構想推進事業（転換促進支援）の募集について,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/tenkansokushin,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664709+00:00
令和6年度地域医療構想推進事業（転換実行支援）の募集について,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/tenkanjikkou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664735+00:00
医療政策部所管医療機関等支援事業の概要,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/jigyougaiyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664760+00:00
令和7年度 東京都地域医療連携システムデジタル環境整備推進事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ict,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664785+00:00
民間医療機関向け補助金概要,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664814+00:00
民間医療機関向け補助金概要トップ,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664837+00:00
看護師等養成所耐震整備事業（国庫補助事業）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/taisinnseibi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665212+00:00
看護師の特定行為に係る指定研修機関等施設整備事業（国庫補助事業）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/tokuteikoui,東京都保健医療局,agency,13,care,,,,,,2025-08-27T09:04:24.665239+00:00
看護外来相談開設促進事業施設整備費補助事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kangogairai,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665265+00:00
東京都新人看護職員研修事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/shinjinkango,東京都保健医療局,agency,13,care,,,,,,2025-08-27T09:04:24.665291+00:00
医師臨床研修病院研修医環境整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/k_seibi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665319+00:00
看護師勤務環境改善施設整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kinmu,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665343+00:00
看護師等養成所施設整備等補助事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/jigyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665368+00:00
看護師宿舎施設整備事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/syukusya,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665393+00:00
看護師等養成所運営費補助,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/uneihi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665420+00:00
令和7年度 医療機関におけるＡＩ技術活用促進事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ai,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665461+00:00
東京都生産性向上・職場環境整備等支援事業補助金,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/productivity,東京都保健医療局,agency,13,dx,,,,,,2025-08-27T09:04:24.665500+00:00
医療施設等経営強化緊急支援事業（厚生労働省令和６年度補正予算）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/kinkyushien_package,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665531+00:00
医療機関におけるデジタル化の支援について|医療・保健施策|東京都保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.845895+00:00
東京都医療機関デジタル化推進セミナー（基礎編）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminar,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.854783+00:00
東京都医療機関デジタル化推進セミナー（第1回応用編）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo1,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.854814+00:00
東京都医療機関デジタル化推進セミナー（第2回応用編）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo2,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.854841+00:00
東京都医療機関デジタル化推進セミナー（第３回応用編）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo3,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.854867+00:00
電子カルテを導入している病院及び一般診療所（令和７年８月１日現在）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/denkarudounyuukouhyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.854902+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ictkiban.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.854970+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/clinic_digital_suishin.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.854995+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.855019+00:00
