補助金名,補助金上限額,補助率,対象地域,従業員数の上限,募集期間,詳細URL,取得日時
世界に羽ばたくアニメーター等の育成支援事業 「現代版トキワ荘」起業家育成プログラム第1期生を募集します,,,東京都,,,https://www.metro.tokyo.lg.jp/information/press/2025/08/2025082205,2025-08-27T10:14:04.855780+00:00
全ての業種を対象に中小企業における設備（機械設備、ソフトウェア）の導入を支援します！ 第10回（令和7年度第2回）躍進的な事業推進のための設備投資支援事業募集開始,,,東京都,,,https://www.metro.tokyo.lg.jp/information/press/2025/08/2025082206,2025-08-27T10:14:04.855836+00:00
TOKYO UNITEと連携協定を締結しました,,,東京都,,,https://www.metro.tokyo.lg.jp/information/press/2025/08/2025082211,2025-08-27T10:14:04.855913+00:00
民間医療機関向け補助金概要|事業主の方へ|東京都保健医療局,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,2025-08-27T10:14:07.540406+00:00
健康・医療,,,東京都保健医療局,,,https://www.metro.tokyo.lg.jp/kurashi/kenko-iryo?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.549380+00:00
高齢者・福祉,,,東京都保健医療局,,,https://www.metro.tokyo.lg.jp/kurashi/fukushi?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.549453+00:00
助成・補助金,,,東京都保健医療局,,,https://www.metro.tokyo.lg.jp/purpose/grant?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.549710+00:00
公募・募集,,,東京都保健医療局,,,https://www.metro.tokyo.lg.jp/purpose/opencall?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.549838+00:00
意見募集,,,東京都保健医療局,,,https://www.metro.tokyo.lg.jp/purpose/opinion?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.549884+00:00
保健医療局,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.550241+00:00
助成・給付金・融資,,,東京都保健医療局,,,https://www.metro.tokyo.lg.jp/search?keyword=&category=163887,2025-08-27T10:14:07.550656+00:00
事業者募集,,,東京都保健医療局,,,https://www.metro.tokyo.lg.jp/search?keyword=&category=163893,2025-08-27T10:14:07.550720+00:00
みんなの医療・健康情報チャンネル,,,東京都保健医療局,,,https://www.my.metro.tokyo.lg.jp/channel/ch_medical?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.551218+00:00
医療・介護・福祉で働くチャンネル,,,東京都保健医療局,,,https://www.my.metro.tokyo.lg.jp/channel/ch_welfare-careers?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.551285+00:00
働くひと応援チャンネル,,,東京都保健医療局,,,https://www.my.metro.tokyo.lg.jp/channel/ch_workers?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.551332+00:00
IT・スマートライフチャンネル,,,東京都保健医療局,,,https://www.my.metro.tokyo.lg.jp/channel/ch_smartlife?utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.551377+00:00
健康・医療,,,東京都保健医療局,,,https://www.my.metro.tokyo.lg.jp/search/?category=187586&utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.551728+00:00
高齢者・福祉,,,東京都保健医療局,,,https://www.my.metro.tokyo.lg.jp/search/?category=187589&utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.551795+00:00
助成・給付金・融資,,,東京都保健医療局,,,https://www.my.metro.tokyo.lg.jp/business/search/?category=188508&utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.552148+00:00
事業者募集,,,東京都保健医療局,,,https://www.my.metro.tokyo.lg.jp/business/search/?category=188514&utm_source=search&utm_medium=internal&utm_id=sidebar,2025-08-27T10:14:07.552220+00:00
保健医療局の分野別,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/field,2025-08-27T10:14:07.552519+00:00
献血・移植医療,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/kenkou/k_isyoku,2025-08-27T10:14:07.556013+00:00
医療政策,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo,2025-08-27T10:14:07.556185+00:00
医療政策 トップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo,2025-08-27T10:14:07.556242+00:00
医療・保健施策,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken,2025-08-27T10:14:07.556300+00:00
救急・災害医療,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/kyuukyuu,2025-08-27T10:14:07.556366+00:00
その他の医療対策,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/sonota,2025-08-27T10:14:07.556442+00:00
医療助成,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/josei,2025-08-27T10:14:07.556501+00:00
病院管理,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/kanri,2025-08-27T10:14:07.556553+00:00
医療法人の設立・運営,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/hojin,2025-08-27T10:14:07.556619+00:00
医療機関の方へ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/iryokikan,2025-08-27T10:14:07.556912+00:00
大気汚染医療費助成制度のご案内,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/kankyo/kankyo-eisei,2025-08-27T10:14:07.557154+00:00
保健・医療を支える体制づくり,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/kiban,2025-08-27T10:14:07.557408+00:00
保健・医療を支える体制づくり トップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/kiban,2025-08-27T10:14:07.557467+00:00
都立病院,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/kiban/byouin,2025-08-27T10:14:07.557545+00:00
保健医療局トップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/index.html,2025-08-27T10:14:07.557721+00:00
東京都医療機関等物価高騰緊急対策支援金（令和5年度下半期分）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka2,2025-08-27T10:14:07.557868+00:00
東京都医療機関等物価高騰緊急対策支援金（令和７年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka,2025-08-27T10:14:07.557936+00:00
民間医療機関向け補助金 Q&A,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/qa,2025-08-27T10:14:07.558087+00:00
民間医療機関向け補助金 お問合せ一覧,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/otoiawase,2025-08-27T10:14:07.558149+00:00
医療施設近代化施設整備事業【病院(一般・精神)】【診療所】,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kindaika,2025-08-27T10:14:07.558221+00:00
地域医療構想推進事業（施設設備整備）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_sisetsuseibi,2025-08-27T10:14:07.558282+00:00
地域医療構想推進事業（中小病院支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_chuusyousien,2025-08-27T10:14:07.558344+00:00
地域医療構想推進事業（開設準備経費支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_kaisetsujunbi,2025-08-27T10:14:07.558420+00:00
地域医療構想推進事業（開設後人件費支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_jinkenhi,2025-08-27T10:14:07.558480+00:00
医療機器管理室施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/k_shisetsu,2025-08-27T10:14:07.558572+00:00
医療施設等アスベスト（石綿）除去等整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/asubesutojokyo,2025-08-27T10:14:07.558660+00:00
遠隔医療設備整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/enkaku,2025-08-27T10:14:07.558719+00:00
緩和ケア病棟整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kanwakeabyoutouseibijigyou,2025-08-27T10:14:07.558788+00:00
令和７年度医療機関診療情報サイバーセキュリティ対策支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity,2025-08-27T10:14:07.558846+00:00
令和7年度医療機関診療情報デジタル導入支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu,2025-08-27T10:14:07.558945+00:00
令和6年度東京都在宅歯科医療設備整備事業【※募集終了】,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/zaitakusikairyousetubiseibi,2025-08-27T10:14:07.559008+00:00
東京都医療機関等物価高騰緊急対策支援金（令和6年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka3,2025-08-27T10:14:07.559067+00:00
令和7年度医療DX人材育成支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/dx_zinzai,2025-08-27T10:14:07.559141+00:00
地域医療確保に係る緊急・臨時支援事業支援金（令和7年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-kinkyurinji,2025-08-27T10:14:07.559198+00:00
令和７年度東京都在宅歯科医療設備整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/zaitakusikairyousetubiseibi07,2025-08-27T10:14:07.559266+00:00
小児・産科・救急医療受入推進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/shonisankakyukyu,2025-08-27T10:14:07.559332+00:00
在宅医療現場における防犯機器等導入支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bouhan,2025-08-27T10:14:07.559388+00:00
障害者歯科医療設備整備補助事業（令和７年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/shougaishasika,2025-08-27T10:14:07.559455+00:00
地域医療確保に係る緊急・臨時支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-kinkyurinji,2025-08-27T10:14:07.559555+00:00
東京都医療機関等物価高騰緊急対策支援金（令和７年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka.html,2025-08-27T10:14:07.559636+00:00
東京都医療機関等物価高騰緊急対策支援金（令和６年度）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka3,2025-08-27T10:14:07.559693+00:00
東京都医療機関等物価高騰緊急対策支援金（令和5年度下半期分）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka2.html,2025-08-27T10:14:07.559758+00:00
令和6年度医療機関診療情報デジタル導入支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,2025-08-27T10:14:07.560082+00:00
令和6年度診療所診療情報デジタル推進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,2025-08-27T10:14:07.560142+00:00
令和6年度病院診療情報サイバーセキュリティ対策支援事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity.html,2025-08-27T10:14:07.560205+00:00
看護師等養成所耐震整備事業（国庫補助事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/taisinnseibi.html,2025-08-27T10:14:07.560310+00:00
看護師の特定行為に係る指定研修機関等施設整備事業（国庫補助事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/tokuteikoui.html,2025-08-27T10:14:07.560452+00:00
医療施設近代化施設整備事業（結核）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/kekkaku/kindaika.html,2025-08-27T10:14:07.560557+00:00
看護師勤務環境改善施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kinmu.html,2025-08-27T10:14:07.560619+00:00
看護外来相談開設促進事業施設整備費補助事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kangogairai.html,2025-08-27T10:14:07.560691+00:00
看護師宿舎施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/syukusya.html,2025-08-27T10:14:07.560751+00:00
民間医療機関向け補助金 Q&A,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/qa.html,2025-08-27T10:14:07.560859+00:00
民間医療機関向け補助金 お問合せ一覧,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/otoiawase.html,2025-08-27T10:14:07.560929+00:00
医療施設近代化施設整備事業【病院(一般・精神)】【診療所】,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kindaika.html,2025-08-27T10:14:07.561059+00:00
地域医療構想推進事業（施設設備整備）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_sisetsuseibi.html,2025-08-27T10:14:07.561133+00:00
地域医療構想推進事業（中小病院支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_chuusyousien.html,2025-08-27T10:14:07.561201+00:00
地域医療構想推進事業（開設準備経費支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_kaisetsujunbi.html,2025-08-27T10:14:07.561298+00:00
地域医療構想推進事業（開設後人件費支援）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/chiikiiryoukousou_jinkenhi.html,2025-08-27T10:14:07.561372+00:00
医療機器管理室施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/k_shisetsu.html,2025-08-27T10:14:07.561462+00:00
医療施設等アスベスト（石綿）除去等整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/asubesutojokyo.html,2025-08-27T10:14:07.561536+00:00
遠隔医療設備整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/enkaku.html,2025-08-27T10:14:07.561584+00:00
緩和ケア病棟整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/kanwakeabyoutouseibijigyou.html,2025-08-27T10:14:07.561628+00:00
令和6年度東京都地域医療構想推進事業（経営研修会・個別相談会）の募集について,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/kensyuu,2025-08-27T10:14:07.561689+00:00
令和6年度東京都地域医療構想推進事業（転換促進支援）の募集について,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/tenkansokushin,2025-08-27T10:14:07.561737+00:00
令和6年度地域医療構想推進事業（転換実行支援）の募集について,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/tenkanjikkou,2025-08-27T10:14:07.561793+00:00
医療政策部所管医療機関等支援事業の概要,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/jigyougaiyou,2025-08-27T10:14:07.561840+00:00
令和7年度 東京都地域医療連携システムデジタル環境整備推進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ict,2025-08-27T10:14:07.561887+00:00
民間医療機関向け補助金概要,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,2025-08-27T10:14:07.561933+00:00
民間医療機関向け補助金概要トップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,2025-08-27T10:14:07.561970+00:00
看護師等養成所耐震整備事業（国庫補助事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/taisinnseibi,2025-08-27T10:14:07.562664+00:00
看護師の特定行為に係る指定研修機関等施設整備事業（国庫補助事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/tokuteikoui,2025-08-27T10:14:07.562711+00:00
看護外来相談開設促進事業施設整備費補助事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kangogairai,2025-08-27T10:14:07.562765+00:00
東京都新人看護職員研修事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/shinjinkango,2025-08-27T10:14:07.562811+00:00
医師臨床研修病院研修医環境整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/k_seibi,2025-08-27T10:14:07.562857+00:00
看護師勤務環境改善施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kinmu,2025-08-27T10:14:07.562902+00:00
看護師等養成所施設整備等補助事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/jigyou,2025-08-27T10:14:07.562947+00:00
看護師宿舎施設整備事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/syukusya,2025-08-27T10:14:07.562995+00:00
看護師等養成所運営費補助,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/uneihi,2025-08-27T10:14:07.563040+00:00
令和7年度 医療機関におけるＡＩ技術活用促進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ai,2025-08-27T10:14:07.563086+00:00
東京都生産性向上・職場環境整備等支援事業補助金,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/productivity,2025-08-27T10:14:07.563150+00:00
医療施設等経営強化緊急支援事業（厚生労働省令和６年度補正予算）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/kinkyushien_package,2025-08-27T10:14:07.563196+00:00
医療機関におけるデジタル化の支援について|医療・保健施策|東京都保健医療局,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital,2025-08-27T10:14:08.461216+00:00
東京都医療機関デジタル化推進セミナー（基礎編）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminar,2025-08-27T10:14:08.479892+00:00
東京都医療機関デジタル化推進セミナー（第1回応用編）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo1,2025-08-27T10:14:08.479928+00:00
東京都医療機関デジタル化推進セミナー（第2回応用編）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo2,2025-08-27T10:14:08.479962+00:00
東京都医療機関デジタル化推進セミナー（第３回応用編）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/digitalseminaroyo3,2025-08-27T10:14:08.479994+00:00
電子カルテを導入している病院及び一般診療所（令和７年８月１日現在）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital/denkarudounyuukouhyou,2025-08-27T10:14:08.480040+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ictkiban.html,2025-08-27T10:14:08.480118+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/clinic_digital_suishin.html,2025-08-27T10:14:08.480150+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,2025-08-27T10:14:08.480180+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/dx_zinzai,2025-08-27T10:14:08.480210+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ict.html,2025-08-27T10:14:08.480239+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity.html,2025-08-27T10:14:08.480269+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ai.html,2025-08-27T10:14:08.480299+00:00
コチラ（補助金ページへ移動）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/denshisyohosen.html,2025-08-27T10:14:08.480329+00:00
医療機関におけるデジタル化の支援について,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital,2025-08-27T10:14:08.480382+00:00
医療機関におけるデジタル化の支援についてトップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/iryodigital,2025-08-27T10:14:08.480407+00:00
医療機関における電子処方箋の活用・普及の促進事業,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/denshisyohosen,2025-08-27T10:14:08.480572+00:00
オンライン歯科診療等,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/online-shika,2025-08-27T10:14:08.480614+00:00
オンライン診療等,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo,2025-08-27T10:14:08.480644+00:00
オンライン診療等トップ,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo,2025-08-27T10:14:08.480668+00:00
オンライン診療等（医療機関の皆様向け）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/iryokikan,2025-08-27T10:14:08.480698+00:00
オンライン診療等（都民の皆様向け）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/tomin,2025-08-27T10:14:08.480728+00:00
オンライン診療等を実施する医療機関への支援,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/r32kankyoseibi,2025-08-27T10:14:08.480760+00:00
「令和3年度遠隔医療従事者研修」の開催について（厚生労働省事業）,,,東京都保健医療局,,,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/enkaku_kensyu03,2025-08-27T10:14:08.480792+00:00
