title,url,issuer_name,issuer_level,region_code,category,application_start,application_end,amount,subsidy_rate,published_at,fetched_at
在宅医療現場における防犯機器等導入支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bouhan,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663895+00:00
障害者歯科医療設備整備補助事業（令和７年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/shougaishasika,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663920+00:00
地域医療確保に係る緊急・臨時支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-kinkyurinji,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663967+00:00
東京都医療機関等物価高騰緊急対策支援金（令和７年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.663993+00:00
東京都医療機関等物価高騰緊急対策支援金（令和６年度）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka3,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664017+00:00
東京都医療機関等物価高騰緊急対策支援金（令和5年度下半期分）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka2.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664044+00:00
令和6年度医療機関診療情報デジタル導入支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664070+00:00
令和6年度病院診療情報サイバーセキュリティ対策支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664116+00:00
看護師等養成所耐震整備事業（国庫補助事業）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/taisinnseibi.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664157+00:00
看護師の特定行為に係る指定研修機関等施設整備事業（国庫補助事業）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/tokuteikoui.html,東京都保健医療局,agency,13,care,,,,,,2025-08-27T09:04:24.664194+00:00
看護外来相談開設促進事業施設整備費補助事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kangogairai.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664290+00:00
民間医療機関向け補助金 Q&A,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/qa.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664364+00:00
民間医療機関向け補助金 お問合せ一覧,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/otoiawase.html,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664391+00:00
医療政策部所管医療機関等支援事業の概要,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/jigyougaiyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664760+00:00
民間医療機関向け補助金概要,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664814+00:00
民間医療機関向け補助金概要トップ,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.664837+00:00
看護師等養成所耐震整備事業（国庫補助事業）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/taisinnseibi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665212+00:00
看護師の特定行為に係る指定研修機関等施設整備事業（国庫補助事業）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/tokuteikoui,東京都保健医療局,agency,13,care,,,,,,2025-08-27T09:04:24.665239+00:00
看護外来相談開設促進事業施設整備費補助事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/kangogairai,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665265+00:00
看護師等養成所施設整備等補助事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/hojo/jigyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665368+00:00
東京都生産性向上・職場環境整備等支援事業補助金,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/productivity,東京都保健医療局,agency,13,dx,,,,,,2025-08-27T09:04:24.665500+00:00
医療施設等経営強化緊急支援事業（厚生労働省令和６年度補正予算）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/kinkyushien_package,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:24.665531+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ictkiban.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.854970+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/clinic_digital_suishin.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.854995+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/digital_dounyu.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.855019+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/dx_zinzai,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.855042+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ict.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.855066+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/cybersecurity.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.855089+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/ai.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.855112+00:00
コチラ（補助金ページへ移動）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/denshisyohosen.html,東京都保健医療局,agency,13,other,,,,,,2025-08-27T09:04:25.855136+00:00
令和2年度オンライン医療相談・診療等環境整備補助事業について,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/r2hojojigyo,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.855545+00:00
令和7年度オンライン医療相談・診療等環境整備補助事業について,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/onlineshinryo/r7kankyoseibi,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.855571+00:00
看護職員再就業支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/kango/saishuugyou,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.855997+00:00
看護師等キャリアアップ支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/kango/careerup,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:25.856039+00:00
東京都看護職員地域確保支援事業（看護職復職支援研修）,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/iryo_hoken/kango/fukushoku,東京都保健医療局,agency,13,care,,,,,,2025-08-27T09:04:25.856152+00:00
令和7年度医療DX人材育成支援事業|民間医療機関向け補助金概要|東京都保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/dx_zinzai,東京都保健医療局,agency,13,medical,,2026-03-31,,10分の10,,2025-08-27T09:04:26.292452+00:00
医療ＤＸ人材育成支援事業補助金に係る交付申請書,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-06-26-101119-427,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:26.300047+00:00
医療ＤＸ人材育成支援事業計画書,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-06-26-101202-739,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:26.300075+00:00
令和７年度医療ＤＸ人材育成支援事業補助金申請手続きの手引き,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-07-03-100542-037,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:26.300121+00:00
医療ＤＸ人材育成支援事業実施要綱,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-04-21-193557-786,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:26.300152+00:00
医療ＤＸ人材育成支援事業補助金交付要綱,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-04-21-193629-474,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:26.300178+00:00
東京都生産性向上・職場環境整備等支援事業補助金|事業主の方へ|東京都保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/productivity,東京都保健医療局,agency,13,dx,,2026-03-31,18万円,１０分の１０,,2025-08-27T09:04:27.723233+00:00
東京都生産性向上・職場環境等整備支援事業補助金交付要綱,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-08-01-132920-835,東京都保健医療局,agency,13,dx,,,,,,2025-08-27T09:04:27.730883+00:00
東京都医療機関等物価高騰緊急対策支援金（令和７年度）|民間医療機関向け補助金概要|東京都保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/iryo/jigyo/h_gaiyou/iryo-bukka,東京都保健医療局,agency,13,medical,,2025-09-30,15円,,,2025-08-27T09:04:28.696680+00:00
支援金のご案内はがき（病院、有床診療所及び有床助産所向け）,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-07-09-111014-520,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:28.704613+00:00
支援金のご案内はがき（無床診療所、歯科診療所、無床助産所、施術所及び歯科技工所向け）,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-08-12-111214-652,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:28.704642+00:00
令和７年度東京都医療機関等物価高騰緊急対策支援金についてのQ&A,https://www.hokeniryo.metro.tokyo.lg.jp/documents/d/hokeniryo/2025-06-26-110416-673,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:28.704671+00:00
東京都協定締結医療機関施設・設備費補助金等|医療機関の方へ|東京都保健医療局,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/iryokikan/kyouteihojyokin,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:29.788809+00:00
医療機関に対するPCR検査等の精度管理支援事業,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/iryokikan/seidokanri,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:29.796266+00:00
東京都協定締結医療機関施設・設備費補助金等,https://www.hokeniryo.metro.tokyo.lg.jp/kansen/iryokikan/kyouteihojyokin,東京都保健医療局,agency,13,medical,,,,,,2025-08-27T09:04:29.796312+00:00
令和５年度新型コロナウイルス感染症流行下における介護サービス事業所等のサービス 提供体制確保事業補助金に係る消費税仕入控除税額報告書の提出について（令和５年度に申請を行った分）,https://www.fukushi.metro.tokyo.lg.jp/r5servicekakuho_shouhizeihoukoku,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.662470+00:00
令和5年度介護サービス事業所送迎バス等安全対策支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/sogeibasu,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.662508+00:00
令和5年度介護サービス事業所送迎バス等安全対策支援事業 消費税仕入控除税額報告書の提出について,https://www.fukushi.metro.tokyo.lg.jp/kourei/sogeibasu_syouhizei,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.662537+00:00
令和７年度訪問系介護サービス暑さ対策緊急支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/kaigoatsusataisaku,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.662566+00:00
令和7年度介護サービス事業所燃料費高騰緊急対策支援金事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/kaigo_r7bukkakoutou,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.662601+00:00
令和4年度新型コロナウイルス感染症流行下における介護サービス事業所等のサービス提供体制確保事業補助金に係る消費税仕入控除税額報告書の提出について,https://www.fukushi.metro.tokyo.lg.jp/kourei/r4servicekakuho_shouhizeihoukoku,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.662642+00:00
医療助成,https://www.fukushi.metro.tokyo.lg.jp/seikatsu/josei,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.662919+00:00
相談・助成制度,https://www.fukushi.metro.tokyo.lg.jp/kiban/sodan,東京都福祉局,agency,13,other,,,,,,2025-08-27T09:04:30.663123+00:00
補助金交付要綱,https://www.fukushi.metro.tokyo.lg.jp/documents/d/fukushi/r7saiyouyoukou,東京都福祉局,agency,13,other,,,,,,2025-08-27T09:04:30.663375+00:00
補助金交付要綱,https://www.fukushi.metro.tokyo.lg.jp/documents/d/fukushi/r7-jitenshayoukou,東京都福祉局,agency,13,other,,,,,,2025-08-27T09:04:30.663483+00:00
介護サービス事業所のＢＣＰ策定支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/kaigo_bcpshien,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.663609+00:00
介護職員処遇改善支援補助金について（令和6年2月から5月）,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/kaigo_lib/shogukaizen_shien_hojokin_r6,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.663793+00:00
介護職員処遇改善支援補助金について（令和4年2月から9月）,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/kaigo_lib/shogukaizen_shien_hojokin,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.663847+00:00
令和5年度東京都高齢者施設等事業継続支援事業【地域密着型施設・介護療養型医療施設向け】,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/kaigo_lib/jigyoukeizoku,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.663933+00:00
介護職員等処遇改善加算取得促進支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/syoguukasansyutokusien,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.664192+00:00
次世代介護機器の活用支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/jisedaikaigo,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.664220+00:00
次世代介護機器の活用支援事業トップ,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/jisedaikaigo,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.664240+00:00
次世代介護機器導入促進支援事業(旧：次世代介護機器の活用支援事業),https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/jisedaikaigo/jisedaigaiyou,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.664270+00:00
デジタル機器導入促進支援事業(旧：ICT機器活用による介護事業所の負担軽減支援事業),https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/ictkikikatsuyou,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.664327+00:00
代替職員の確保による現任介護職員等の研修支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/daitai,東京都福祉局,agency,13,care,,,,,,2025-08-27T09:04:30.664352+00:00
介護職員奨学金返済・育成支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/shougakukin,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.664772+00:00
東京都介護職員宿舎借り上げ支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/shukusha,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:30.664855+00:00
令和6年度人材活用に向けた介護事業所の協働促進事業費補助金の交付申請の受付を開始しました,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/kyodosokushin.html,東京都福祉局,agency,13,care,,,,,,2025-08-27T09:04:32.756007+00:00
介護職員奨学金返済・育成支援事業,https://www.fukushizaidan.jp/117shougakukin/,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:32.756256+00:00
東京都介護職員宿舎借り上げ支援事業,https://www.fukushizaidan.jp/304shukusha/,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:32.756305+00:00
介護施設内保育施設運営支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/shisetu/kaigojinzai/shisetsunaihoiku,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:32.756331+00:00
介護職員処遇改善加算等取得促進支援事業,https://www.tokyosr.jp/fukushikaigo_syoguukaizenkasan/,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:32.756382+00:00
現任介護職員資格取得支援事業,https://www.fukushizaidan.jp/103genninkaigo/,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:32.756520+00:00
経済連携協定等に基づく外国人介護福祉士候補者受入れ支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/gaikokujinzai,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:32.756579+00:00
外国人技能実習制度に基づく外国人介護実習生の受入れ支援事業,https://www.fukushi.metro.tokyo.lg.jp/kourei/hoken/gaikokujinzai,東京都福祉局,agency,13,medical,,,,,,2025-08-27T09:04:32.756603+00:00
